# BUSCO version is: 6.0.0 
# The lineage dataset is: apicomplexa_odb12 (Creation date: 2025-07-01, number of genomes: 36, number of BUSCOs: 481)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
11750at5794	Duplicated	3648_g	1071.9	925	https://www.orthodb.org/?query=11750at5794	SET domain protein
11788at5794	Missing
12091at5794	Duplicated	2095_g	397.3	216	https://www.orthodb.org/?query=12091at5794	40s ribosomal protein S6
12091at5794	Duplicated	2166_g	397.3	216	https://www.orthodb.org/?query=12091at5794	40s ribosomal protein S6
12206at5794	Duplicated	12986_g	220.0	193	https://www.orthodb.org/?query=12206at5794	G-patch domain
12206at5794	Duplicated	9675_g	220.0	193	https://www.orthodb.org/?query=12206at5794	G-patch domain
12214at5794	Missing
12280at5794	Missing
12327at5794	Duplicated	7040_g	254.2	310	https://www.orthodb.org/?query=12327at5794	CobW/HypB/UreG nucleotide-binding domain
12327at5794	Duplicated	7874_g	249.8	310	https://www.orthodb.org/?query=12327at5794	CobW/HypB/UreG nucleotide-binding domain
12484at5794	Duplicated	4554_g	178.8	133	https://www.orthodb.org/?query=12484at5794	60S ribosomal protein L24,putative
12484at5794	Duplicated	8569_g	178.8	133	https://www.orthodb.org/?query=12484at5794	60S ribosomal protein L24,putative
12878at5794	Duplicated	5861_g	293.2	318	https://www.orthodb.org/?query=12878at5794	FCH domain containing protein
12878at5794	Duplicated	6387_g	293.2	318	https://www.orthodb.org/?query=12878at5794	FCH domain containing protein
12887at5794	Duplicated	10874_g	328.4	272	https://www.orthodb.org/?query=12887at5794	3'-5' exonuclease
12887at5794	Duplicated	11671_g	328.4	272	https://www.orthodb.org/?query=12887at5794	3'-5' exonuclease
12975at5794	Fragmented	1685_g	70.5	86	https://www.orthodb.org/?query=12975at5794	zinc finger protein
13279at5794	Missing
13281at5794	Duplicated	2595_g	422.1	426	https://www.orthodb.org/?query=13281at5794	DNA mismatch repair protein
13281at5794	Duplicated	3276_g	422.1	426	https://www.orthodb.org/?query=13281at5794	DNA mismatch repair protein
13310at5794	Duplicated	13544_g	527.7	543	https://www.orthodb.org/?query=13310at5794	heat shock protein
13310at5794	Duplicated	9121_g	527.7	543	https://www.orthodb.org/?query=13310at5794	heat shock protein
13315at5794	Fragmented	7284_g	102.2	133	https://www.orthodb.org/?query=13315at5794	secy-independent transporter protein
13369at5794	Duplicated	4202_g	252.1	187	https://www.orthodb.org/?query=13369at5794	transmembrane emp24 domain-containing protein
13369at5794	Duplicated	8406_g	252.1	187	https://www.orthodb.org/?query=13369at5794	transmembrane emp24 domain-containing protein
13548at5794	Duplicated	4289_g	192.8	114	https://www.orthodb.org/?query=13548at5794	Ribosomal protein L22e
13548at5794	Duplicated	8316_g	192.8	114	https://www.orthodb.org/?query=13548at5794	Ribosomal protein L22e
13630at5794	Duplicated	10146_g	391.4	272	https://www.orthodb.org/?query=13630at5794	g2 protein
13630at5794	Duplicated	12375_g	391.4	272	https://www.orthodb.org/?query=13630at5794	g2 protein
13731at5794	Duplicated	13524_g	273.0	222	https://www.orthodb.org/?query=13731at5794	syntaxin
13731at5794	Duplicated	9142_g	273.0	222	https://www.orthodb.org/?query=13731at5794	syntaxin
13853at5794	Duplicated	10484_g	317.5	319	https://www.orthodb.org/?query=13853at5794	translation initiation factor eIF-2B gamma subunit
13853at5794	Duplicated	12776_g	317.5	319	https://www.orthodb.org/?query=13853at5794	translation initiation factor eIF-2B gamma subunit
13899at5794	Duplicated	7332_g	219.5	185	https://www.orthodb.org/?query=13899at5794	Scd6-like Sm domain
13899at5794	Duplicated	7587_g	219.5	185	https://www.orthodb.org/?query=13899at5794	Scd6-like Sm domain
13921at5794	Duplicated	4678_g	373.3	402	https://www.orthodb.org/?query=13921at5794	Formin 2 Domain containing protein
13921at5794	Duplicated	5150_g	373.3	402	https://www.orthodb.org/?query=13921at5794	Formin 2 Domain containing protein
14090at5794	Duplicated	10845_g	680.0	471	https://www.orthodb.org/?query=14090at5794	splicing factor
14090at5794	Duplicated	11642_g	680.0	471	https://www.orthodb.org/?query=14090at5794	splicing factor
14108at5794	Duplicated	6736_g	301.6	242	https://www.orthodb.org/?query=14108at5794	Endoplasmic reticulum-resident calcium binding protein
14108at5794	Duplicated	8174_g	301.6	242	https://www.orthodb.org/?query=14108at5794	Endoplasmic reticulum-resident calcium binding protein
14164at5794	Duplicated	430_g	662.8	657	https://www.orthodb.org/?query=14164at5794	methyltransferase
14164at5794	Duplicated	745_g	662.8	657	https://www.orthodb.org/?query=14164at5794	methyltransferase
14250at5794	Duplicated	6717_g	251.1	173	https://www.orthodb.org/?query=14250at5794	U2 small nuclear ribonucleoprotein A'
14250at5794	Duplicated	8192_g	251.0	173	https://www.orthodb.org/?query=14250at5794	U2 small nuclear ribonucleoprotein A'
14463at5794	Duplicated	2970_g	515.7	432	https://www.orthodb.org/?query=14463at5794	26S proteasome non-ATPase regulatory subunit 3
14463at5794	Duplicated	3651_g	515.7	432	https://www.orthodb.org/?query=14463at5794	26S proteasome non-ATPase regulatory subunit 3
14555at5794	Duplicated	4718_g	168.0	131	https://www.orthodb.org/?query=14555at5794	nascent polypeptide-associated complex subunit alpha
14555at5794	Duplicated	5190_g	168.0	131	https://www.orthodb.org/?query=14555at5794	nascent polypeptide-associated complex subunit alpha
14579at5794	Duplicated	12536_g	465.9	407	https://www.orthodb.org/?query=14579at5794	Ubiquitin carboxyl-terminal hydrolase
14579at5794	Duplicated	9984_g	465.9	407	https://www.orthodb.org/?query=14579at5794	Ubiquitin carboxyl-terminal hydrolase
14591at5794	Duplicated	10658_g	192.8	190	https://www.orthodb.org/?query=14591at5794	cyclic nucleotide-binding domain protein
14591at5794	Duplicated	11455_g	192.8	190	https://www.orthodb.org/?query=14591at5794	cyclic nucleotide-binding domain protein
14730at5794	Duplicated	10802_g	205.1	143	https://www.orthodb.org/?query=14730at5794	ribosomal protein S27a
14730at5794	Duplicated	11599_g	205.1	143	https://www.orthodb.org/?query=14730at5794	ribosomal protein S27a
15005at5794	Fragmented	6852_g	130.6	89	https://www.orthodb.org/?query=15005at5794	DNA-directed RNA polymerase II, putative
15046at5794	Duplicated	13440_g	262.7	291	https://www.orthodb.org/?query=15046at5794	ADP-ribosylation factor GTPase-activating protein
15046at5794	Duplicated	9225_g	262.7	291	https://www.orthodb.org/?query=15046at5794	ADP-ribosylation factor GTPase-activating protein
15094at5794	Duplicated	12117_g	335.7	417	https://www.orthodb.org/?query=15094at5794	sas10 c-terminal domain-containing protein
15094at5794	Duplicated	10407_g	335.4	417	https://www.orthodb.org/?query=15094at5794	sas10 c-terminal domain-containing protein
15130at5794	Duplicated	13319_g	420.6	326	https://www.orthodb.org/?query=15130at5794	apicomplexan specific
15130at5794	Duplicated	9350_g	420.6	326	https://www.orthodb.org/?query=15130at5794	apicomplexan specific
15169at5794	Duplicated	4521_g	469.0	448	https://www.orthodb.org/?query=15169at5794	RNA helicase
15169at5794	Duplicated	8536_g	469.0	448	https://www.orthodb.org/?query=15169at5794	RNA helicase
15169at5794	Duplicated	10112_g	416.9	441	https://www.orthodb.org/?query=15169at5794	RNA helicase
15169at5794	Duplicated	12409_g	416.9	441	https://www.orthodb.org/?query=15169at5794	RNA helicase
15301at5794	Duplicated	10804_g	331.5	297	https://www.orthodb.org/?query=15301at5794	zinc finger protein
15301at5794	Duplicated	11601_g	331.5	297	https://www.orthodb.org/?query=15301at5794	zinc finger protein
15360at5794	Duplicated	2862_g	177.9	220	https://www.orthodb.org/?query=15360at5794	conserved hypothetical protein
15360at5794	Duplicated	3543_g	177.9	220	https://www.orthodb.org/?query=15360at5794	conserved hypothetical protein
15389at5794	Fragmented	1992_g	598.1	467	https://www.orthodb.org/?query=15389at5794	DNA2/NAM7 helicase
15422at5794	Duplicated	2027_g	258.9	196	https://www.orthodb.org/?query=15422at5794	vesicle-associated membrane protein
15422at5794	Duplicated	2232_g	258.9	196	https://www.orthodb.org/?query=15422at5794	vesicle-associated membrane protein
15559at5794	Duplicated	6722_g	433.7	379	https://www.orthodb.org/?query=15559at5794	kelch repeat containing protein
15559at5794	Duplicated	8187_g	433.6	379	https://www.orthodb.org/?query=15559at5794	kelch repeat containing protein
15680at5794	Fragmented	2763_g	96.0	99	https://www.orthodb.org/?query=15680at5794	unchacterized apicomplexan-specific serine rich low complexity
15803at5794	Duplicated	1995_g	248.4	175	https://www.orthodb.org/?query=15803at5794	SFT2
15803at5794	Duplicated	2264_g	248.4	175	https://www.orthodb.org/?query=15803at5794	SFT2
15911at5794	Duplicated	12652_g	149.6	104	https://www.orthodb.org/?query=15911at5794	60s acidic ribosomal protein P2
15911at5794	Duplicated	9871_g	149.6	104	https://www.orthodb.org/?query=15911at5794	60s acidic ribosomal protein P2
16038at5794	Duplicated	6423_g	171.8	114	https://www.orthodb.org/?query=16038at5794	60S acidic ribosomal protein
16038at5794	Duplicated	5826_g	165.1	114	https://www.orthodb.org/?query=16038at5794	60S acidic ribosomal protein
16211at5794	Fragmented	2073_g	144.5	88	https://www.orthodb.org/?query=16211at5794	Sgn1p-like RRM domain containing
17147at5794	Missing
17423at5794	Duplicated	10636_g	558.1	359	https://www.orthodb.org/?query=17423at5794	acid phosphatase
17423at5794	Duplicated	11433_g	558.1	359	https://www.orthodb.org/?query=17423at5794	acid phosphatase
17586at5794	Missing
18021at5794	Duplicated	7073_g	575.0	414	https://www.orthodb.org/?query=18021at5794	eukaryotic translation initiation factor 3
18021at5794	Duplicated	7843_g	575.0	414	https://www.orthodb.org/?query=18021at5794	eukaryotic translation initiation factor 3
18026at5794	Duplicated	11104_g	290.2	156	https://www.orthodb.org/?query=18026at5794	centrin
18026at5794	Duplicated	11901_g	290.2	156	https://www.orthodb.org/?query=18026at5794	centrin
18028at5794	Duplicated	2577_g	368.8	235	https://www.orthodb.org/?query=18028at5794	Integral membrane protein
18028at5794	Duplicated	3258_g	368.8	235	https://www.orthodb.org/?query=18028at5794	Integral membrane protein
18175at5794	Duplicated	5047_g	360.4	206	https://www.orthodb.org/?query=18175at5794	V-type ATPase, D subunit
18175at5794	Duplicated	5519_g	360.4	206	https://www.orthodb.org/?query=18175at5794	V-type ATPase, D subunit
18178at5794	Fragmented	4192_g	248.7	89	https://www.orthodb.org/?query=18178at5794	protein disulfide-isomerase
18694at5794	Duplicated	10087_g	268.8	384	https://www.orthodb.org/?query=18694at5794	mitogen-activated protein kinase
18694at5794	Duplicated	12434_g	268.8	384	https://www.orthodb.org/?query=18694at5794	mitogen-activated protein kinase
18694at5794	Duplicated	6953_g	241.6	335	https://www.orthodb.org/?query=18694at5794	mitogen-activated protein kinase
18694at5794	Duplicated	7958_g	241.6	335	https://www.orthodb.org/?query=18694at5794	mitogen-activated protein kinase
19052at5794	Duplicated	10850_g	206.7	163	https://www.orthodb.org/?query=19052at5794	hypothetical protein, conserved
19052at5794	Duplicated	11647_g	206.7	163	https://www.orthodb.org/?query=19052at5794	hypothetical protein, conserved
19609at5794	Duplicated	4532_g	333.0	256	https://www.orthodb.org/?query=19609at5794	nucleosome assembly protein
19609at5794	Duplicated	8547_g	333.0	256	https://www.orthodb.org/?query=19609at5794	nucleosome assembly protein
19917at5794	Duplicated	13049_g	668.2	550	https://www.orthodb.org/?query=19917at5794	MJ1625 yease Yp1009cp-like domain-containing protein, putative
19917at5794	Duplicated	9617_g	668.2	550	https://www.orthodb.org/?query=19917at5794	MJ1625 yease Yp1009cp-like domain-containing protein, putative
19925at5794	Duplicated	2492_g	565.8	360	https://www.orthodb.org/?query=19925at5794	proliferation-associated protein
19925at5794	Duplicated	3173_g	565.8	360	https://www.orthodb.org/?query=19925at5794	proliferation-associated protein
20076at5794	Duplicated	5762_g	116.5	85	https://www.orthodb.org/?query=20076at5794	DNAJ protein
20076at5794	Duplicated	6486_g	116.5	85	https://www.orthodb.org/?query=20076at5794	DNAJ protein
20195at5794	Duplicated	1989_g	668.8	598	https://www.orthodb.org/?query=20195at5794	RNA-binding protein
20195at5794	Duplicated	2271_g	668.8	598	https://www.orthodb.org/?query=20195at5794	RNA-binding protein
26645at5794	Fragmented	2925_g	137.9	112	https://www.orthodb.org/?query=26645at5794	putative TATA-box binding protein
26678at5794	Duplicated	11009_g	456.7	417	https://www.orthodb.org/?query=26678at5794	actin-like protein
26678at5794	Duplicated	11806_g	456.7	417	https://www.orthodb.org/?query=26678at5794	actin-like protein
31016at5794	Duplicated	4727_g	1774.6	811	https://www.orthodb.org/?query=31016at5794	elongation factor
31016at5794	Duplicated	5199_g	1774.6	811	https://www.orthodb.org/?query=31016at5794	elongation factor
31030at5794	Duplicated	1753_g	990.0	668	https://www.orthodb.org/?query=31030at5794	eukaryotic translation initiation factor
31030at5794	Duplicated	936_g	990.0	668	https://www.orthodb.org/?query=31030at5794	eukaryotic translation initiation factor
31048at5794	Duplicated	4493_g	203.5	105	https://www.orthodb.org/?query=31048at5794	Ribosomal protein S26e
31048at5794	Duplicated	8508_g	203.5	105	https://www.orthodb.org/?query=31048at5794	Ribosomal protein S26e
31088at5794	Fragmented	4942_g	147.2	93	https://www.orthodb.org/?query=31088at5794	tRNA N6-adenosine threonylcarbamoyltransferase
31099at5794	Duplicated	10780_g	340.0	191	https://www.orthodb.org/?query=31099at5794	peroxiredoxin
31099at5794	Duplicated	11577_g	340.0	191	https://www.orthodb.org/?query=31099at5794	peroxiredoxin
31117at5794	Duplicated	11213_g	160.2	107	https://www.orthodb.org/?query=31117at5794	Multiprotein bridging factor 1
31117at5794	Duplicated	12010_g	160.2	107	https://www.orthodb.org/?query=31117at5794	Multiprotein bridging factor 1
31127at5794	Duplicated	10710_g	398.1	288	https://www.orthodb.org/?query=31127at5794	mitochondrial import receptor subunit Tom40
31127at5794	Duplicated	11507_g	398.1	288	https://www.orthodb.org/?query=31127at5794	mitochondrial import receptor subunit Tom40
31137at5794	Duplicated	10057_g	753.9	476	https://www.orthodb.org/?query=31137at5794	Serine/threonine protein phosphatase
31137at5794	Duplicated	12463_g	753.9	476	https://www.orthodb.org/?query=31137at5794	Serine/threonine protein phosphatase
31179at5794	Missing
31183at5794	Duplicated	13131_g	705.7	484	https://www.orthodb.org/?query=31183at5794	putative mitochondrial-processing peptidase subunit beta
31183at5794	Duplicated	9534_g	705.7	484	https://www.orthodb.org/?query=31183at5794	putative mitochondrial-processing peptidase subunit beta
31188at5794	Duplicated	9172_g	708.0	477	https://www.orthodb.org/?query=31188at5794	poly(A) polymerase
31188at5794	Duplicated	13494_g	707.8	477	https://www.orthodb.org/?query=31188at5794	poly(A) polymerase
31197at5794	Duplicated	12591_g	354.0	191	https://www.orthodb.org/?query=31197at5794	Ras family protein
