# BUSCO version is: 6.0.0 
# The lineage dataset is: apicomplexa_odb12 (Creation date: 2025-07-01, number of genomes: 36, number of BUSCOs: 481)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
35114at5794	Complete	2984_g	214.8	128	https://www.orthodb.org/?query=35114at5794	ribosomal protein S10
35146at5794	Complete	400_g	397.9	259	https://www.orthodb.org/?query=35146at5794	proliferating cell nuclear antigen
35161at5794	Complete	3001_g	403.0	191	https://www.orthodb.org/?query=35161at5794	ribosomal protein S5
35206at5794	Complete	3786_g	289.5	211	https://www.orthodb.org/?query=35206at5794	ribosomal RNA methyltransferase
35214at5794	Complete	791_g	172.5	148	https://www.orthodb.org/?query=35214at5794	DUF866 domain-containing protein
35234at5794	Complete	1604_g	129.8	103	https://www.orthodb.org/?query=35234at5794	ribosomal protein L14
35235at5794	Complete	4551_g	499.9	332	https://www.orthodb.org/?query=35235at5794	histone acetyltransferase
35238at5794	Complete	4356_g	204.0	128	https://www.orthodb.org/?query=35238at5794	40S ribosomal protein S12. pelota RNA binding domain containing protein
35272at5794	Complete	1189_g	190.3	130	https://www.orthodb.org/?query=35272at5794	ribosomal protein protein
35350at5794	Complete	603_g	1531.0	745	https://www.orthodb.org/?query=35350at5794	cell division cycle 48 protein
35490at5794	Complete	4470_g	162.5	110	https://www.orthodb.org/?query=35490at5794	60S ribosomal protein L36
35557at5794	Complete	213_g	811.7	560	https://www.orthodb.org/?query=35557at5794	peptidyl-prolyl cis-trans isomerase
35708at5794	Complete	353_g	265.7	156	https://www.orthodb.org/?query=35708at5794	skp1 family protein
35745at5794	Complete	4000_g	278.3	198	https://www.orthodb.org/?query=35745at5794	proteasome
