# BUSCO version is: 6.0.0 
# The lineage dataset is: apicomplexa_odb12 (Creation date: 2025-07-01, number of genomes: 36, number of BUSCOs: 481)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
10332at5794	Complete	1323_g	647.1	577	https://www.orthodb.org/?query=10332at5794	ribosome biogenesis protein
10486at5794	Complete	1118_g	627.3	509	https://www.orthodb.org/?query=10486at5794	histone deacetylase
10895at5794	Complete	296_g	547.6	474	https://www.orthodb.org/?query=10895at5794	protein kinase
10954at5794	Complete	4363_g	728.9	465	https://www.orthodb.org/?query=10954at5794	RNA-metabolising metallo-beta-lactamase
11080at5794	Complete	2754_g	500.0	389	https://www.orthodb.org/?query=11080at5794	embryo sac development arrest eda7
11330at5794	Complete	2493_g	479.2	438	https://www.orthodb.org/?query=11330at5794	DEAD/DEAH box helicase
11341at5794	Missing
11416at5794	Complete	3461_g	294.4	254	https://www.orthodb.org/?query=11416at5794	translation initiation factor
11466at5794	Complete	2162_g	275.1	195	https://www.orthodb.org/?query=11466at5794	60s ribosomal protein L13
11488at5794	Missing
11496at5794	Complete	962_g	381.6	254	https://www.orthodb.org/?query=11496at5794	nuclear movement protein
11519at5794	Duplicated	3338_g	242.1	444	https://www.orthodb.org/?query=11519at5794	helicase
11519at5794	Duplicated	287_g	249.8	374	https://www.orthodb.org/?query=11519at5794	helicase
11519at5794	Duplicated	1379_g	283.5	363	https://www.orthodb.org/?query=11519at5794	helicase
11538at5794	Complete	589_g	238.8	210	https://www.orthodb.org/?query=11538at5794	RNA methyltransferase
11552at5794	Complete	1760_g	325.6	455	https://www.orthodb.org/?query=11552at5794	thioredoxin reductase
11563at5794	Missing
11750at5794	Complete	247_g	995.3	922	https://www.orthodb.org/?query=11750at5794	SET domain protein
11788at5794	Complete	2232_g	251.7	288	https://www.orthodb.org/?query=11788at5794	Geranylgeranyl transferase type-2 subunit beta
12091at5794	Complete	918_g	368.7	215	https://www.orthodb.org/?query=12091at5794	40s ribosomal protein S6
12206at5794	Complete	1304_g	194.9	194	https://www.orthodb.org/?query=12206at5794	G-patch domain
12214at5794	Complete	2353_g	180.4	214	https://www.orthodb.org/?query=12214at5794	WD domain, G-beta repeat domain containing protein
12280at5794	Complete	1209_g	548.4	329	https://www.orthodb.org/?query=12280at5794	replication factor C subunit
12327at5794	Complete	1885_g	294.9	305	https://www.orthodb.org/?query=12327at5794	CobW/HypB/UreG nucleotide-binding domain
12484at5794	Complete	2003_g	191.0	126	https://www.orthodb.org/?query=12484at5794	60S ribosomal protein L24,putative
12878at5794	Missing
12887at5794	Complete	1344_g	281.4	280	https://www.orthodb.org/?query=12887at5794	3'-5' exonuclease
12975at5794	Missing
13279at5794	Complete	2137_g	361.1	283	https://www.orthodb.org/?query=13279at5794	transcription elongation factor
13281at5794	Missing
13310at5794	Complete	898_g	556.0	540	https://www.orthodb.org/?query=13310at5794	heat shock protein
13315at5794	Missing
13369at5794	Complete	51_g	228.6	191	https://www.orthodb.org/?query=13369at5794	transmembrane emp24 domain-containing protein
13548at5794	Missing
13630at5794	Missing
13731at5794	Complete	1000_g	314.4	256	https://www.orthodb.org/?query=13731at5794	syntaxin
13853at5794	Complete	1054_g	329.2	341	https://www.orthodb.org/?query=13853at5794	translation initiation factor eIF-2B gamma subunit
13899at5794	Complete	1463_g	234.6	189	https://www.orthodb.org/?query=13899at5794	Scd6-like Sm domain
13921at5794	Complete	12_g	97.5	360	https://www.orthodb.org/?query=13921at5794	Formin 2 Domain containing protein
14090at5794	Complete	1459_g	569.8	474	https://www.orthodb.org/?query=14090at5794	splicing factor
14108at5794	Missing
14164at5794	Complete	491_g	688.0	693	https://www.orthodb.org/?query=14164at5794	methyltransferase
14250at5794	Complete	332_g	247.9	167	https://www.orthodb.org/?query=14250at5794	U2 small nuclear ribonucleoprotein A'
14463at5794	Complete	950_g	658.2	453	https://www.orthodb.org/?query=14463at5794	26S proteasome non-ATPase regulatory subunit 3
14555at5794	Complete	596_g	160.2	128	https://www.orthodb.org/?query=14555at5794	nascent polypeptide-associated complex subunit alpha
14579at5794	Complete	48_g	522.9	420	https://www.orthodb.org/?query=14579at5794	Ubiquitin carboxyl-terminal hydrolase
14591at5794	Complete	1772_g	138.0	192	https://www.orthodb.org/?query=14591at5794	cyclic nucleotide-binding domain protein
14730at5794	Complete	1914_g	188.5	143	https://www.orthodb.org/?query=14730at5794	ribosomal protein S27a
15005at5794	Complete	3262_g	210.6	127	https://www.orthodb.org/?query=15005at5794	DNA-directed RNA polymerase II, putative
15046at5794	Complete	2519_g	372.5	348	https://www.orthodb.org/?query=15046at5794	ADP-ribosylation factor GTPase-activating protein
15094at5794	Complete	452_g	258.5	420	https://www.orthodb.org/?query=15094at5794	sas10 c-terminal domain-containing protein
15130at5794	Complete	4761_g	440.0	336	https://www.orthodb.org/?query=15130at5794	apicomplexan specific
15169at5794	Complete	502_g	404.2	467	https://www.orthodb.org/?query=15169at5794	RNA helicase
15301at5794	Complete	1798_g	277.4	274	https://www.orthodb.org/?query=15301at5794	zinc finger protein
15360at5794	Complete	1367_g	149.4	231	https://www.orthodb.org/?query=15360at5794	conserved hypothetical protein
15389at5794	Fragmented	1937_g	338.8	415	https://www.orthodb.org/?query=15389at5794	DNA2/NAM7 helicase
15422at5794	Complete	1439_g	270.6	196	https://www.orthodb.org/?query=15422at5794	vesicle-associated membrane protein
15559at5794	Complete	3646_g	426.2	408	https://www.orthodb.org/?query=15559at5794	kelch repeat containing protein
15680at5794	Complete	3325_g	223.0	151	https://www.orthodb.org/?query=15680at5794	unchacterized apicomplexan-specific serine rich low complexity
15803at5794	Complete	1100_g	209.0	179	https://www.orthodb.org/?query=15803at5794	SFT2
15911at5794	Missing
16038at5794	Missing
16211at5794	Missing
17147at5794	Complete	4220_g	448.4	262	https://www.orthodb.org/?query=17147at5794	Diphthine synthase
17423at5794	Missing
17586at5794	Missing
18021at5794	Complete	40_g	555.3	416	https://www.orthodb.org/?query=18021at5794	eukaryotic translation initiation factor 3
18026at5794	Complete	1373_g	272.0	155	https://www.orthodb.org/?query=18026at5794	centrin
18028at5794	Complete	2319_g	375.1	237	https://www.orthodb.org/?query=18028at5794	Integral membrane protein
18175at5794	Complete	919_g	369.7	221	https://www.orthodb.org/?query=18175at5794	V-type ATPase, D subunit
18178at5794	Complete	815_g	254.0	163	https://www.orthodb.org/?query=18178at5794	protein disulfide-isomerase
18694at5794	Complete	1665_g	245.5	347	https://www.orthodb.org/?query=18694at5794	mitogen-activated protein kinase
19052at5794	Missing
19609at5794	Complete	1503_g	364.9	260	https://www.orthodb.org/?query=19609at5794	nucleosome assembly protein
19917at5794	Complete	1494_g	699.0	570	https://www.orthodb.org/?query=19917at5794	MJ1625 yease Yp1009cp-like domain-containing protein, putative
19925at5794	Complete	1697_g	542.2	361	https://www.orthodb.org/?query=19925at5794	proliferation-associated protein
20076at5794	Complete	1827_g	108.9	81	https://www.orthodb.org/?query=20076at5794	DNAJ protein
20195at5794	Complete	2261_g	646.3	599	https://www.orthodb.org/?query=20195at5794	RNA-binding protein
26645at5794	Complete	1692_g	227.7	194	https://www.orthodb.org/?query=26645at5794	putative TATA-box binding protein
26678at5794	Complete	4522_g	525.5	416	https://www.orthodb.org/?query=26678at5794	actin-like protein
31016at5794	Complete	1330_g	1724.4	811	https://www.orthodb.org/?query=31016at5794	elongation factor
31030at5794	Complete	151_g	984.0	668	https://www.orthodb.org/?query=31030at5794	eukaryotic translation initiation factor
31048at5794	Missing
31088at5794	Complete	2984_g	78.3	294	https://www.orthodb.org/?query=31088at5794	tRNA N6-adenosine threonylcarbamoyltransferase
31099at5794	Complete	1446_g	332.7	190	https://www.orthodb.org/?query=31099at5794	peroxiredoxin
31117at5794	Complete	4755_g	208.1	130	https://www.orthodb.org/?query=31117at5794	Multiprotein bridging factor 1
31127at5794	Complete	640_g	459.7	290	https://www.orthodb.org/?query=31127at5794	mitochondrial import receptor subunit Tom40
31137at5794	Complete	477_g	776.2	477	https://www.orthodb.org/?query=31137at5794	Serine/threonine protein phosphatase
31179at5794	Complete	3816_g	201.0	130	https://www.orthodb.org/?query=31179at5794	ribosomal protein
31183at5794	Missing
31188at5794	Complete	556_g	769.5	482	https://www.orthodb.org/?query=31188at5794	poly(A) polymerase
31197at5794	Missing
31238at5794	Complete	1611_g	825.6	519	https://www.orthodb.org/?query=31238at5794	glucose-6-phosphate isomerase
31253at5794	Complete	1940_g	278.0	185	https://www.orthodb.org/?query=31253at5794	40s ribosomal protein
31266at5794	Complete	2483_g	637.9	427	https://www.orthodb.org/?query=31266at5794	WD domain, G-beta repeat domain containing protein
31310at5794	Missing
31324at5794	Missing
31334at5794	Complete	3825_g	443.0	401	https://www.orthodb.org/?query=31334at5794	replication protein A1
31339at5794	Complete	1533_g	580.3	1112	https://www.orthodb.org/?query=31339at5794	DNA-directed RNA polymerase
31354at5794	Complete	2405_g	431.8	518	https://www.orthodb.org/?query=31354at5794	chaperonin
31355at5794	Missing
31387at5794	Complete	41_g	1019.7	616	https://www.orthodb.org/?query=31387at5794	AP-1 complex subunit beta-1
31400at5794	Complete	1369_g	474.6	243	https://www.orthodb.org/?query=31400at5794	40s ribosomal protein
31421at5794	Complete	4507_g	1042.2	694	https://www.orthodb.org/?query=31421at5794	putative N-ethylmaleimide-sensitive fusion protein
31431at5794	Complete	2130_g	255.2	180	https://www.orthodb.org/?query=31431at5794	negative elongation factor A
31484at5794	Missing
31487at5794	Complete	2792_g	421.0	349	https://www.orthodb.org/?query=31487at5794	chromatin assembly factor 1 protein
31496at5794	Complete	219_g	263.7	166	https://www.orthodb.org/?query=31496at5794	Translationally-controlled tumor protein
31510at5794	Missing
31523at5794	Complete	1804_g	558.9	373	https://www.orthodb.org/?query=31523at5794	diphthamide biosynthesis protein
31553at5794	Complete	901_g	495.6	381	https://www.orthodb.org/?query=31553at5794	WD domain G-beta repeat domain containing protein
31573at5794	Complete	1108_g	272.2	229	https://www.orthodb.org/?query=31573at5794	DnaJ protein
31598at5794	Missing
31609at5794	Missing
31610at5794	Complete	3049_g	325.4	268	https://www.orthodb.org/?query=31610at5794	actin
31618at5794	Complete	3755_g	326.3	349	https://www.orthodb.org/?query=31618at5794	WD domain, G-beta repeat domain containing protein
31647at5794	Complete	3074_g	469.0	357	https://www.orthodb.org/?query=31647at5794	pelota protein
31665at5794	Complete	4811_g	1234.9	619	https://www.orthodb.org/?query=31665at5794	heat shock protein
31696at5794	Missing
31757at5794	Complete	2083_g	1091.8	731	https://www.orthodb.org/?query=31757at5794	DNA replication licensing factor
31775at5794	Complete	1831_g	394.3	317	https://www.orthodb.org/?query=31775at5794	rRNA metabolism protein SBDS family
31786at5794	Complete	1125_g	531.2	384	https://www.orthodb.org/?query=31786at5794	diacylglycerol kinase
31816at5794	Complete	484_g	1030.6	657	https://www.orthodb.org/?query=31816at5794	replication licensing factor
31823at5794	Fragmented	2779_g	211.8	163	https://www.orthodb.org/?query=31823at5794	TatD family hydrolase
31842at5794	Complete	4567_g	646.8	328	https://www.orthodb.org/?query=31842at5794	Casein kinase II, alpha subunit
31844at5794	Complete	3627_g	1018.1	812	https://www.orthodb.org/?query=31844at5794	N-acetyltransferase
31916at5794	Complete	707_g	476.4	368	https://www.orthodb.org/?query=31916at5794	splicing factor
31935at5794	Complete	2363_g	720.2	493	https://www.orthodb.org/?query=31935at5794	Radical SAM protein
31941at5794	Missing
31955at5794	Complete	1559_g	311.8	250	https://www.orthodb.org/?query=31955at5794	WD domain, G-beta repeat domain containing protein
31960at5794	Complete	3552_g	2594.3	1997	https://www.orthodb.org/?query=31960at5794	U5 small nuclear ribonucleoprotein
31972at5794	Complete	2994_g	277.5	272	https://www.orthodb.org/?query=31972at5794	zinc finger protein
31975at5794	Complete	1353_g	167.2	201	https://www.orthodb.org/?query=31975at5794	nuclear movement domain-containing protein
31981at5794	Missing
31982at5794	Complete	924_g	316.5	182	https://www.orthodb.org/?query=31982at5794	ribosomal protein L18
32004at5794	Complete	2658_g	737.4	582	https://www.orthodb.org/?query=32004at5794	heat shock protein
32028at5794	Complete	458_g	840.3	550	https://www.orthodb.org/?query=32028at5794	helicase
32042at5794	Complete	789_g	419.2	300	https://www.orthodb.org/?query=32042at5794	geranylgeranyl transferase type-2 subunit beta
32054at5794	Missing
32074at5794	Complete	456_g	902.0	858	https://www.orthodb.org/?query=32074at5794	U3 small nucleolar RNA-associated protein 21
32087at5794	Complete	2107_g	539.9	444	https://www.orthodb.org/?query=32087at5794	N2,N2-dimethylguanosine tRNA methyltransferase
32100at5794	Missing
32118at5794	Missing
32123at5794	Complete	4542_g	234.3	210	https://www.orthodb.org/?query=32123at5794	Apicomplexa specific secreted protein Pf (23508265)
32139at5794	Complete	993_g	553.9	396	https://www.orthodb.org/?query=32139at5794	helicase
32158at5794	Missing
32187at5794	Missing
32203at5794	Complete	4572_g	329.0	297	https://www.orthodb.org/?query=32203at5794	tetratricopeptide repeat protein
32216at5794	Fragmented	773_g	679.5	492	https://www.orthodb.org/?query=32216at5794	C2 domain-containing protein
32308at5794	Complete	154_g	1141.6	867	https://www.orthodb.org/?query=32308at5794	FACT complex subunit
32326at5794	Complete	1265_g	535.2	379	https://www.orthodb.org/?query=32326at5794	ATPase
32339at5794	Complete	2077_g	690.0	208	https://www.orthodb.org/?query=32339at5794	Choline-phosphate cytidylyltransferase
32347at5794	Complete	2197_g	736.6	439	https://www.orthodb.org/?query=32347at5794	helicase
32393at5794	Complete	3597_g	521.7	391	https://www.orthodb.org/?query=32393at5794	26S proteasome subunit
32429at5794	Complete	4818_g	441.8	376	https://www.orthodb.org/?query=32429at5794	Coatomer subunit delta
32487at5794	Missing
32495at5794	Complete	2830_g	1571.1	958	https://www.orthodb.org/?query=32495at5794	cation-transporting P-type ATPase
32613at5794	Complete	638_g	459.7	403	https://www.orthodb.org/?query=32613at5794	Brf1p like coiled coil protein
32634at5794	Missing
32660at5794	Complete	569_g	1938.5	1324	https://www.orthodb.org/?query=32660at5794	SNF2 family N-terminal domain containing protein
32662at5794	Complete	385_g	835.0	821	https://www.orthodb.org/?query=32662at5794	pre-mrna-splicing factor atp-dependent rna helicase
32682at5794	Complete	2069_g	362.4	259	https://www.orthodb.org/?query=32682at5794	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61
32723at5794	Complete	3535_g	511.2	305	https://www.orthodb.org/?query=32723at5794	RIO-like kinase domain N-terminal region conserved
32771at5794	Complete	4463_g	414.7	256	https://www.orthodb.org/?query=32771at5794	60s ribosomal protein
32782at5794	Complete	258_g	488.4	321	https://www.orthodb.org/?query=32782at5794	60s ribosomal protein
32794at5794	Complete	4613_g	472.2	313	https://www.orthodb.org/?query=32794at5794	UDP-galactose transporter
32841at5794	Complete	1286_g	754.5	550	https://www.orthodb.org/?query=32841at5794	AP-1 complex subunit gamma-1
32877at5794	Complete	1604_g	328.6	228	https://www.orthodb.org/?query=32877at5794	acetyltransferase, GnaT family protein
32910at5794	Complete	312_g	682.3	851	https://www.orthodb.org/?query=32910at5794	vacuolar protein sorting-associated protein 11
32933at5794	Complete	949_g	199.7	172	https://www.orthodb.org/?query=32933at5794	60S ribosomal
32971at5794	Complete	1084_g	169.4	128	https://www.orthodb.org/?query=32971at5794	60S ribosomal
32975at5794	Complete	1646_g	395.9	298	https://www.orthodb.org/?query=32975at5794	RNA methyltransferase
33032at5794	Complete	616_g	301.2	279	https://www.orthodb.org/?query=33032at5794	F-box protein FBXO1
33075at5794	Missing
33206at5794	Complete	3237_g	439.5	246	https://www.orthodb.org/?query=33206at5794	KRR1 small subunit processome component
33233at5794	Missing
33259at5794	Complete	1315_g	216.3	207	https://www.orthodb.org/?query=33259at5794	putative U1 snRNP-associated protein
33274at5794	Missing
33286at5794	Complete	3131_g	431.7	322	https://www.orthodb.org/?query=33286at5794	SKIP/SNW domain-containing protein
33293at5794	Complete	1984_g	240.8	211	https://www.orthodb.org/?query=33293at5794	DNAJ protein
33299at5794	Complete	43_g	842.4	477	https://www.orthodb.org/?query=33299at5794	helicase
33365at5794	Missing
33372at5794	Complete	855_g	182.6	173	https://www.orthodb.org/?query=33372at5794	step ii splicing factor
33413at5794	Complete	3406_g	1415.2	1082	https://www.orthodb.org/?query=33413at5794	helicase
33447at5794	Missing
33519at5794	Complete	261_g	246.7	257	https://www.orthodb.org/?query=33519at5794	Transcription factor 25
33556at5794	Complete	1667_g	478.1	416	https://www.orthodb.org/?query=33556at5794	GTPase
33649at5794	Complete	4726_g	157.9	121	https://www.orthodb.org/?query=33649at5794	ribosomal protein L35
33665at5794	Complete	2328_g	244.8	163	https://www.orthodb.org/?query=33665at5794	asf1
33766at5794	Complete	1981_g	297.9	224	https://www.orthodb.org/?query=33766at5794	U1 small nuclear ribonucleoprotein
33786at5794	Missing
33797at5794	Missing
33810at5794	Missing
33846at5794	Complete	1101_g	463.0	331	https://www.orthodb.org/?query=33846at5794	splicing factor
35114at5794	Complete	3053_g	208.3	128	https://www.orthodb.org/?query=35114at5794	ribosomal protein S10
35146at5794	Complete	411_g	398.6	259	https://www.orthodb.org/?query=35146at5794	proliferating cell nuclear antigen
35161at5794	Missing
35206at5794	Missing
35214at5794	Complete	828_g	151.7	148	https://www.orthodb.org/?query=35214at5794	DUF866 domain-containing protein
35234at5794	Complete	1663_g	183.3	124	https://www.orthodb.org/?query=35234at5794	ribosomal protein L14
35235at5794	Missing
35238at5794	Missing
35272at5794	Complete	1234_g	192.1	140	https://www.orthodb.org/?query=35272at5794	ribosomal protein protein
35350at5794	Complete	620_g	1522.7	744	https://www.orthodb.org/?query=35350at5794	cell division cycle 48 protein
35490at5794	Complete	4576_g	149.2	108	https://www.orthodb.org/?query=35490at5794	60S ribosomal protein L36
35557at5794	Complete	225_g	811.7	564	https://www.orthodb.org/?query=35557at5794	peptidyl-prolyl cis-trans isomerase
35708at5794	Complete	358_g	242.4	155	https://www.orthodb.org/?query=35708at5794	skp1 family protein
35745at5794	Missing
35788at5794	Complete	168_g	521.7	315	https://www.orthodb.org/?query=35788at5794	glideosome-associated protein 40
35825at5794	Missing
35840at5794	Complete	1591_g	586.9	379	https://www.orthodb.org/?query=35840at5794	DnaJ protein
35862at5794	Complete	1779_g	759.7	630	https://www.orthodb.org/?query=35862at5794	root hair defective 3 gtp-binding protein
35998at5794	Missing
36219at5794	Complete	907_g	449.1	340	https://www.orthodb.org/?query=36219at5794	trna guanosine-2 -o-methyltransferase trm11-like related
36223at5794	Complete	3849_g	381.9	255	https://www.orthodb.org/?query=36223at5794	TBC domain-containing protein
36358at5794	Complete	675_g	646.5	557	https://www.orthodb.org/?query=36358at5794	syntaxin binding
36459at5794	Complete	2513_g	546.0	430	https://www.orthodb.org/?query=36459at5794	RNA polymerase II transcription factor B subunit 2
36738at5794	Complete	4248_g	331.7	270	https://www.orthodb.org/?query=36738at5794	Dna repair protein rad23
36848at5794	Missing
36929at5794	Complete	1417_g	387.3	300	https://www.orthodb.org/?query=36929at5794	tRNA binding domain containing protein
37207at5794	Complete	2166_g	189.9	170	https://www.orthodb.org/?query=37207at5794	translation initiation factor SUI1
37223at5794	Complete	388_g	531.8	486	https://www.orthodb.org/?query=37223at5794	conserved hypothetical protein
37256at5794	Complete	578_g	547.0	300	https://www.orthodb.org/?query=37256at5794	KH/SF1/BBP/Splicing factor 1, helix-hairpin domain containing protein
37275at5794	Complete	4758_g	328.7	263	https://www.orthodb.org/?query=37275at5794	ATP-binding Mrp/Nbp35 family protein
37282at5794	Complete	878_g	197.4	166	https://www.orthodb.org/?query=37282at5794	ran-interacting mog1 protein
37309at5794	Missing
38276at5794	Complete	529_g	375.3	314	https://www.orthodb.org/?query=38276at5794	MYB-like DNA-binding domain-containing protein
38318at5794	Complete	2494_g	262.7	177	https://www.orthodb.org/?query=38318at5794	tetratricopeptide repeat protein
40301at5794	Complete	1795_g	621.3	299	https://www.orthodb.org/?query=40301at5794	serine/threonine protein phosphatase
40338at5794	Complete	1039_g	440.3	252	https://www.orthodb.org/?query=40338at5794	proteasome subunit beta type
40473at5794	Complete	3550_g	229.2	141	https://www.orthodb.org/?query=40473at5794	40S ribosomal protein
40580at5794	Missing
40758at5794	Missing
40821at5794	Missing
40823at5794	Missing
41100at5794	Complete	4100_g	214.0	158	https://www.orthodb.org/?query=41100at5794	profilin
41239at5794	Complete	4711_g	848.5	449	https://www.orthodb.org/?query=41239at5794	Translation elongation factor EF-1 subunit alpha
41420at5794	Complete	375_g	282.1	222	https://www.orthodb.org/?query=41420at5794	molybdopterin synthase sulfurylase
41662at5794	Complete	4587_g	850.7	646	https://www.orthodb.org/?query=41662at5794	vacuolar protein sorting-associated protein 35
41802at5794	Complete	537_g	1059.3	592	https://www.orthodb.org/?query=41802at5794	acetyl-coenzyme a
41938at5794	Complete	4512_g	640.6	399	https://www.orthodb.org/?query=41938at5794	WD domain G-beta repeat
42051at5794	Complete	2849_g	305.7	192	https://www.orthodb.org/?query=42051at5794	flagellar associated protein
42069at5794	Duplicated	4487_g	506.5	494	https://www.orthodb.org/?query=42069at5794	eukaryotic initiation factor
42069at5794	Duplicated	1590_g	472.3	462	https://www.orthodb.org/?query=42069at5794	eukaryotic initiation factor
42171at5794	Missing
42431at5794	Missing
42868at5794	Complete	1857_g	308.0	185	https://www.orthodb.org/?query=42868at5794	ribosomal protein protein
43035at5794	Complete	1086_g	158.7	119	https://www.orthodb.org/?query=43035at5794	vacuolar ATP synthase subunit
43215at5794	Missing
43229at5794	Complete	1895_g	405.8	315	https://www.orthodb.org/?query=43229at5794	protein RRP5
43474at5794	Missing
43552at5794	Complete	1385_g	522.3	333	https://www.orthodb.org/?query=43552at5794	protein kinase
44113at5794	Complete	3523_g	398.5	329	https://www.orthodb.org/?query=44113at5794	Nin one binding (NOB1) Zn-ribbon family protein
44136at5794	Complete	648_g	398.1	447	https://www.orthodb.org/?query=44136at5794	Kinetochore protein Ndc80
44183at5794	Complete	2423_g	467.8	665	https://www.orthodb.org/?query=44183at5794	bromodomain
44402at5794	Complete	1154_g	491.6	336	https://www.orthodb.org/?query=44402at5794	splicing factor
46092at5794	Missing
46461at5794	Missing
46491at5794	Missing
46749at5794	Fragmented	1592_g	24.2	129	https://www.orthodb.org/?query=46749at5794	trafficking protein particle complex subunit 3
47873at5794	Complete	3135_g	699.1	407	https://www.orthodb.org/?query=47873at5794	ATP-dependent RNA helicase
47880at5794	Missing
48601at5794	Missing
48637at5794	Missing
48712at5794	Fragmented	4319_g	185.4	166	https://www.orthodb.org/?query=48712at5794	peptidyl-prolyl cis-trans isomerase
49101at5794	Missing
49371at5794	Complete	1226_g	393.5	317	https://www.orthodb.org/?query=49371at5794	splicing factor 3B subunit 2
49646at5794	Complete	2393_g	321.0	273	https://www.orthodb.org/?query=49646at5794	protein kinase
49897at5794	Complete	2724_g	295.2	263	https://www.orthodb.org/?query=49897at5794	ADP-ribosylation factor GTPase activating protein
50010at5794	Fragmented	1867_g	33.6	114	https://www.orthodb.org/?query=50010at5794	pre-mrna splicing factor
