# BUSCO version is: 6.0.0 
# The lineage dataset is: apicomplexa_odb12 (Creation date: 2025-07-01, number of genomes: 36, number of BUSCOs: 481)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
8083at5794	Complete	2127_g	209.5	134	https://www.orthodb.org/?query=8083at5794	DNA-directed RNA polymerases I
8233at5794	Complete	2381_g	553.7	319	https://www.orthodb.org/?query=8233at5794	replication factor C subunit
8315at5794	Complete	4119_g	411.4	383	https://www.orthodb.org/?query=8315at5794	zinc finger, C3HC4 type (RING finger) domain-containing protein
8326at5794	Complete	2032_g	314.2	165	https://www.orthodb.org/?query=8326at5794	ras-related protein Rab-11A
8327at5794	Complete	3973_g	167.2	191	https://www.orthodb.org/?query=8327at5794	putative Transcription initiation factor TFIID subunit 7
8399at5794	Complete	1710_g	497.2	291	https://www.orthodb.org/?query=8399at5794	putative ribosomal Rna (adenine(1779)-N(6)/adenine(1780)-N(6))- dimethyltransferase
8453at5794	Complete	1662_g	283.7	246	https://www.orthodb.org/?query=8453at5794	DNA-directed RNA polymerase III
8461at5794	Complete	2007_g	269.6	143	https://www.orthodb.org/?query=8461at5794	40S ribosomal protein
8471at5794	Complete	3292_g	1409.3	741	https://www.orthodb.org/?query=8471at5794	transport protein
8569at5794	Complete	347_g	250.7	147	https://www.orthodb.org/?query=8569at5794	nucleoside diphosphate kinase A
8628at5794	Complete	1717_g	372.3	218	https://www.orthodb.org/?query=8628at5794	uracil-DNA glycosylase
8796at5794	Complete	666_g	609.6	446	https://www.orthodb.org/?query=8796at5794	cardiolipin synthase, putative
8812at5794	Complete	2552_g	477.6	258	https://www.orthodb.org/?query=8812at5794	ribosome biogenesis protein nsa2
9051at5794	Complete	1512_g	1223.6	727	https://www.orthodb.org/?query=9051at5794	DNA replication licensing factor
9112at5794	Complete	421_g	461.1	392	https://www.orthodb.org/?query=9112at5794	zinc finger protein
9198at5794	Complete	1025_g	277.6	257	https://www.orthodb.org/?query=9198at5794	asparagine synthase
9558at5794	Complete	2525_g	629.4	728	https://www.orthodb.org/?query=9558at5794	methyltransferase
9567at5794	Missing
9663at5794	Complete	4610_g	322.9	279	https://www.orthodb.org/?query=9663at5794	endoplasmic reticulum oxidoreductin
9716at5794	Complete	810_g	510.8	338	https://www.orthodb.org/?query=9716at5794	Ethanolamine-phosphate cytidylyltransferase
9722at5794	Complete	4427_g	479.9	370	https://www.orthodb.org/?query=9722at5794	thioredoxin
9831at5794	Complete	2989_g	355.9	375	https://www.orthodb.org/?query=9831at5794	hypothetical protein, conserved
9903at5794	Complete	3776_g	295.5	275	https://www.orthodb.org/?query=9903at5794	S1/P1 nuclease
9998at5794	Complete	3387_g	224.9	149	https://www.orthodb.org/?query=9998at5794	nuclear cap-binding protein
10182at5794	Complete	1104_g	1162.4	901	https://www.orthodb.org/?query=10182at5794	kelch repeat-containing protein
10285at5794	Complete	4032_g	437.7	354	https://www.orthodb.org/?query=10285at5794	vacuolar protein sorting-associated protein 33
10332at5794	Complete	1257_g	649.1	577	https://www.orthodb.org/?query=10332at5794	ribosome biogenesis protein
10486at5794	Complete	1065_g	626.8	503	https://www.orthodb.org/?query=10486at5794	histone deacetylase
10895at5794	Complete	265_g	538.7	473	https://www.orthodb.org/?query=10895at5794	protein kinase
10954at5794	Complete	4258_g	725.6	465	https://www.orthodb.org/?query=10954at5794	RNA-metabolising metallo-beta-lactamase
11080at5794	Complete	2654_g	491.8	389	https://www.orthodb.org/?query=11080at5794	embryo sac development arrest eda7
11330at5794	Complete	2382_g	482.3	438	https://www.orthodb.org/?query=11330at5794	DEAD/DEAH box helicase
11341at5794	Complete	2775_g	584.7	585	https://www.orthodb.org/?query=11341at5794	vacuolar protein sorting-associated protein 53, putative
11416at5794	Complete	3366_g	333.8	259	https://www.orthodb.org/?query=11416at5794	translation initiation factor
11466at5794	Complete	2072_g	268.9	195	https://www.orthodb.org/?query=11466at5794	60s ribosomal protein L13
11488at5794	Complete	4278_g	258.7	181	https://www.orthodb.org/?query=11488at5794	TB2/DP1/HVA22 family integral membrane protein
11496at5794	Complete	905_g	371.7	254	https://www.orthodb.org/?query=11496at5794	nuclear movement protein
11519at5794	Complete	2475_g	641.3	446	https://www.orthodb.org/?query=11519at5794	helicase
11538at5794	Complete	551_g	238.6	210	https://www.orthodb.org/?query=11538at5794	RNA methyltransferase
11552at5794	Complete	3920_g	774.8	479	https://www.orthodb.org/?query=11552at5794	thioredoxin reductase
11563at5794	Complete	4425_g	1106.0	780	https://www.orthodb.org/?query=11563at5794	SNF2 family N-terminal domain protein
11750at5794	Complete	220_g	994.2	922	https://www.orthodb.org/?query=11750at5794	SET domain protein
11788at5794	Complete	2133_g	257.1	288	https://www.orthodb.org/?query=11788at5794	Geranylgeranyl transferase type-2 subunit beta
12091at5794	Complete	863_g	366.8	216	https://www.orthodb.org/?query=12091at5794	40s ribosomal protein S6
12206at5794	Complete	1237_g	194.2	194	https://www.orthodb.org/?query=12206at5794	G-patch domain
12214at5794	Complete	2247_g	174.5	213	https://www.orthodb.org/?query=12214at5794	WD domain, G-beta repeat domain containing protein
12280at5794	Complete	1149_g	549.7	327	https://www.orthodb.org/?query=12280at5794	replication factor C subunit
12327at5794	Complete	1811_g	304.7	318	https://www.orthodb.org/?query=12327at5794	CobW/HypB/UreG nucleotide-binding domain
12484at5794	Complete	1925_g	191.4	133	https://www.orthodb.org/?query=12484at5794	60S ribosomal protein L24,putative
12878at5794	Complete	4426_g	282.8	316	https://www.orthodb.org/?query=12878at5794	FCH domain containing protein
12887at5794	Complete	1279_g	281.9	268	https://www.orthodb.org/?query=12887at5794	3'-5' exonuclease
12975at5794	Complete	3338_g	160.4	119	https://www.orthodb.org/?query=12975at5794	zinc finger protein
13279at5794	Complete	2049_g	372.0	270	https://www.orthodb.org/?query=13279at5794	transcription elongation factor
13281at5794	Complete	4552_g	528.1	456	https://www.orthodb.org/?query=13281at5794	DNA mismatch repair protein
13310at5794	Complete	842_g	552.6	541	https://www.orthodb.org/?query=13310at5794	heat shock protein
13315at5794	Complete	2846_g	189.4	234	https://www.orthodb.org/?query=13315at5794	secy-independent transporter protein
13369at5794	Complete	41_g	245.7	193	https://www.orthodb.org/?query=13369at5794	transmembrane emp24 domain-containing protein
13548at5794	Complete	3299_g	176.4	113	https://www.orthodb.org/?query=13548at5794	Ribosomal protein L22e
13630at5794	Complete	3979_g	291.2	229	https://www.orthodb.org/?query=13630at5794	g2 protein
13731at5794	Complete	953_g	338.3	256	https://www.orthodb.org/?query=13731at5794	syntaxin
13853at5794	Complete	1002_g	338.3	341	https://www.orthodb.org/?query=13853at5794	translation initiation factor eIF-2B gamma subunit
13899at5794	Complete	1394_g	229.5	189	https://www.orthodb.org/?query=13899at5794	Scd6-like Sm domain
13921at5794	Complete	6_g	96.8	356	https://www.orthodb.org/?query=13921at5794	Formin 2 Domain containing protein
14090at5794	Complete	1390_g	568.9	474	https://www.orthodb.org/?query=14090at5794	splicing factor
14108at5794	Complete	4468_g	287.6	236	https://www.orthodb.org/?query=14108at5794	Endoplasmic reticulum-resident calcium binding protein
14164at5794	Complete	460_g	685.0	691	https://www.orthodb.org/?query=14164at5794	methyltransferase
14250at5794	Complete	318_g	262.0	173	https://www.orthodb.org/?query=14250at5794	U2 small nuclear ribonucleoprotein A'
14463at5794	Complete	893_g	651.7	455	https://www.orthodb.org/?query=14463at5794	26S proteasome non-ATPase regulatory subunit 3
14555at5794	Complete	557_g	162.1	131	https://www.orthodb.org/?query=14555at5794	nascent polypeptide-associated complex subunit alpha
14579at5794	Complete	38_g	523.4	420	https://www.orthodb.org/?query=14579at5794	Ubiquitin carboxyl-terminal hydrolase
14591at5794	Complete	1695_g	131.1	191	https://www.orthodb.org/?query=14591at5794	cyclic nucleotide-binding domain protein
14730at5794	Complete	1837_g	192.7	144	https://www.orthodb.org/?query=14730at5794	ribosomal protein S27a
15005at5794	Complete	3167_g	212.7	127	https://www.orthodb.org/?query=15005at5794	DNA-directed RNA polymerase II, putative
15046at5794	Complete	2406_g	371.5	344	https://www.orthodb.org/?query=15046at5794	ADP-ribosylation factor GTPase-activating protein
15094at5794	Complete	425_g	250.7	402	https://www.orthodb.org/?query=15094at5794	sas10 c-terminal domain-containing protein
15130at5794	Complete	4652_g	434.6	343	https://www.orthodb.org/?query=15130at5794	apicomplexan specific
15169at5794	Complete	1685_g	631.4	533	https://www.orthodb.org/?query=15169at5794	RNA helicase
15301at5794	Complete	1726_g	317.1	300	https://www.orthodb.org/?query=15301at5794	zinc finger protein
15360at5794	Complete	1301_g	150.2	231	https://www.orthodb.org/?query=15360at5794	conserved hypothetical protein
15389at5794	Complete	4151_g	699.6	637	https://www.orthodb.org/?query=15389at5794	DNA2/NAM7 helicase
15422at5794	Complete	1368_g	267.7	197	https://www.orthodb.org/?query=15422at5794	vesicle-associated membrane protein
15559at5794	Complete	3723_g	421.9	407	https://www.orthodb.org/?query=15559at5794	kelch repeat containing protein
15680at5794	Complete	3240_g	227.9	151	https://www.orthodb.org/?query=15680at5794	unchacterized apicomplexan-specific serine rich low complexity
15803at5794	Complete	1047_g	225.4	179	https://www.orthodb.org/?query=15803at5794	SFT2
15911at5794	Complete	4344_g	144.0	104	https://www.orthodb.org/?query=15911at5794	60s acidic ribosomal protein P2
16038at5794	Complete	4417_g	166.2	114	https://www.orthodb.org/?query=16038at5794	60S acidic ribosomal protein
16211at5794	Complete	3921_g	186.3	121	https://www.orthodb.org/?query=16211at5794	Sgn1p-like RRM domain containing
17147at5794	Complete	4138_g	444.0	263	https://www.orthodb.org/?query=17147at5794	Diphthine synthase
17423at5794	Complete	3863_g	580.5	377	https://www.orthodb.org/?query=17423at5794	acid phosphatase
17586at5794	Complete	3793_g	167.8	102	https://www.orthodb.org/?query=17586at5794	small nuclear ribonucleoprotein
18021at5794	Complete	30_g	556.5	415	https://www.orthodb.org/?query=18021at5794	eukaryotic translation initiation factor 3
18026at5794	Complete	1307_g	286.4	155	https://www.orthodb.org/?query=18026at5794	centrin
18028at5794	Complete	2217_g	376.1	237	https://www.orthodb.org/?query=18028at5794	Integral membrane protein
18175at5794	Complete	864_g	384.4	221	https://www.orthodb.org/?query=18175at5794	V-type ATPase, D subunit
18178at5794	Complete	764_g	255.6	162	https://www.orthodb.org/?query=18178at5794	protein disulfide-isomerase
18694at5794	Complete	4514_g	684.6	401	https://www.orthodb.org/?query=18694at5794	mitogen-activated protein kinase
19052at5794	Complete	3304_g	165.6	154	https://www.orthodb.org/?query=19052at5794	hypothetical protein, conserved
19609at5794	Complete	1435_g	363.2	260	https://www.orthodb.org/?query=19609at5794	nucleosome assembly protein
19917at5794	Complete	1425_g	679.6	568	https://www.orthodb.org/?query=19917at5794	MJ1625 yease Yp1009cp-like domain-containing protein, putative
19925at5794	Complete	1610_g	546.2	360	https://www.orthodb.org/?query=19925at5794	proliferation-associated protein
20076at5794	Complete	1753_g	111.4	81	https://www.orthodb.org/?query=20076at5794	DNAJ protein
20195at5794	Complete	2159_g	648.4	599	https://www.orthodb.org/?query=20195at5794	RNA-binding protein
26645at5794	Complete	1606_g	213.7	194	https://www.orthodb.org/?query=26645at5794	putative TATA-box binding protein
26678at5794	Complete	4420_g	519.4	417	https://www.orthodb.org/?query=26678at5794	actin-like protein
31016at5794	Complete	1265_g	1726.7	811	https://www.orthodb.org/?query=31016at5794	elongation factor
31030at5794	Complete	131_g	987.4	668	https://www.orthodb.org/?query=31030at5794	eukaryotic translation initiation factor
31048at5794	Complete	3046_g	202.6	106	https://www.orthodb.org/?query=31048at5794	Ribosomal protein S26e
31088at5794	Complete	3653_g	523.0	338	https://www.orthodb.org/?query=31088at5794	tRNA N6-adenosine threonylcarbamoyltransferase
31099at5794	Complete	1377_g	328.0	191	https://www.orthodb.org/?query=31099at5794	peroxiredoxin
31117at5794	Complete	4648_g	207.2	131	https://www.orthodb.org/?query=31117at5794	Multiprotein bridging factor 1
31127at5794	Complete	598_g	460.5	290	https://www.orthodb.org/?query=31127at5794	mitochondrial import receptor subunit Tom40
31137at5794	Complete	450_g	773.6	477	https://www.orthodb.org/?query=31137at5794	Serine/threonine protein phosphatase
31179at5794	Complete	3735_g	220.7	131	https://www.orthodb.org/?query=31179at5794	ribosomal protein
31183at5794	Complete	4017_g	811.4	457	https://www.orthodb.org/?query=31183at5794	putative mitochondrial-processing peptidase subunit beta
31188at5794	Complete	521_g	768.0	487	https://www.orthodb.org/?query=31188at5794	poly(A) polymerase
31197at5794	Complete	4802_g	352.2	196	https://www.orthodb.org/?query=31197at5794	Ras family protein
31238at5794	Complete	1537_g	828.8	518	https://www.orthodb.org/?query=31238at5794	glucose-6-phosphate isomerase
31253at5794	Complete	1868_g	286.4	187	https://www.orthodb.org/?query=31253at5794	40s ribosomal protein
31266at5794	Complete	2374_g	645.5	429	https://www.orthodb.org/?query=31266at5794	WD domain, G-beta repeat domain containing protein
31310at5794	Complete	2636_g	986.7	599	https://www.orthodb.org/?query=31310at5794	DNA repair protein rad54
31324at5794	Complete	2949_g	235.4	179	https://www.orthodb.org/?query=31324at5794	Inosine triphosphate pyrophosphatase
31334at5794	Complete	3744_g	448.5	401	https://www.orthodb.org/?query=31334at5794	replication protein A1
31339at5794	Complete	4706_g	1577.8	1131	https://www.orthodb.org/?query=31339at5794	DNA-directed RNA polymerase
31354at5794	Complete	4204_g	985.7	534	https://www.orthodb.org/?query=31354at5794	chaperonin
31355at5794	Complete	3796_g	1603.9	1070	https://www.orthodb.org/?query=31355at5794	importin-beta N-terminal domain-containing
31387at5794	Complete	31_g	1018.1	615	https://www.orthodb.org/?query=31387at5794	AP-1 complex subunit beta-1
31400at5794	Complete	1303_g	485.4	244	https://www.orthodb.org/?query=31400at5794	40s ribosomal protein
31421at5794	Complete	4403_g	1045.5	694	https://www.orthodb.org/?query=31421at5794	putative N-ethylmaleimide-sensitive fusion protein
31431at5794	Complete	2043_g	250.8	176	https://www.orthodb.org/?query=31431at5794	negative elongation factor A
31484at5794	Complete	4401_g	698.8	415	https://www.orthodb.org/?query=31484at5794	lipin
31487at5794	Complete	2698_g	415.2	349	https://www.orthodb.org/?query=31487at5794	chromatin assembly factor 1 protein
31496at5794	Complete	196_g	265.6	167	https://www.orthodb.org/?query=31496at5794	Translationally-controlled tumor protein
31510at5794	Complete	4213_g	296.5	254	https://www.orthodb.org/?query=31510at5794	survival motor neuron-like protein
31523at5794	Complete	1729_g	555.1	373	https://www.orthodb.org/?query=31523at5794	diphthamide biosynthesis protein
31553at5794	Complete	845_g	496.4	382	https://www.orthodb.org/?query=31553at5794	WD domain G-beta repeat domain containing protein
31573at5794	Complete	1055_g	271.1	229	https://www.orthodb.org/?query=31573at5794	DnaJ protein
31598at5794	Complete	4294_g	317.5	214	https://www.orthodb.org/?query=31598at5794	translation initiation factor
31609at5794	Complete	4026_g	319.6	220	https://www.orthodb.org/?query=31609at5794	V-type proton ATPase subunit E
31610at5794	Complete	2934_g	323.5	259	https://www.orthodb.org/?query=31610at5794	actin
31618at5794	Complete	3625_g	317.8	345	https://www.orthodb.org/?query=31618at5794	WD domain, G-beta repeat domain containing protein
31647at5794	Complete	2959_g	455.7	356	https://www.orthodb.org/?query=31647at5794	pelota protein
31665at5794	Complete	4699_g	1234.3	619	https://www.orthodb.org/?query=31665at5794	heat shock protein
31696at5794	Complete	3866_g	471.8	301	https://www.orthodb.org/?query=31696at5794	eukaryotic translation initiation factor 3 subunit
31757at5794	Complete	2001_g	1093.0	731	https://www.orthodb.org/?query=31757at5794	DNA replication licensing factor
31775at5794	Complete	1757_g	405.5	317	https://www.orthodb.org/?query=31775at5794	rRNA metabolism protein SBDS family
31786at5794	Complete	1072_g	532.6	384	https://www.orthodb.org/?query=31786at5794	diacylglycerol kinase
31816at5794	Complete	453_g	1028.4	657	https://www.orthodb.org/?query=31816at5794	replication licensing factor
31823at5794	Complete	2688_g	290.1	223	https://www.orthodb.org/?query=31823at5794	TatD family hydrolase
31842at5794	Duplicated	4466_g	646.3	328	https://www.orthodb.org/?query=31842at5794	Casein kinase II, alpha subunit
31842at5794	Duplicated	5672_g	645.9	328	https://www.orthodb.org/?query=31842at5794	Casein kinase II, alpha subunit
31844at5794	Complete	3555_g	985.6	792	https://www.orthodb.org/?query=31844at5794	N-acetyltransferase
31916at5794	Complete	660_g	482.1	368	https://www.orthodb.org/?query=31916at5794	splicing factor
31935at5794	Complete	2258_g	721.9	500	https://www.orthodb.org/?query=31935at5794	Radical SAM protein
31941at5794	Complete	3859_g	1170.7	651	https://www.orthodb.org/?query=31941at5794	putative pre-mRNA-splicing factor ATP-dependent RNA helicase
31955at5794	Complete	1488_g	312.3	250	https://www.orthodb.org/?query=31955at5794	WD domain, G-beta repeat domain containing protein
31960at5794	Complete	3466_g	2563.7	1997	https://www.orthodb.org/?query=31960at5794	U5 small nuclear ribonucleoprotein
31972at5794	Complete	2885_g	267.0	268	https://www.orthodb.org/?query=31972at5794	zinc finger protein
31975at5794	Duplicated	5493_g	166.6	201	https://www.orthodb.org/?query=31975at5794	nuclear movement domain-containing protein
31975at5794	Duplicated	1286_g	167.4	200	https://www.orthodb.org/?query=31975at5794	nuclear movement domain-containing protein
31975at5794	Duplicated	5491_g	166.9	200	https://www.orthodb.org/?query=31975at5794	nuclear movement domain-containing protein
31975at5794	Duplicated	5666_g	166.7	200	https://www.orthodb.org/?query=31975at5794	nuclear movement domain-containing protein
31975at5794	Duplicated	5492_g	165.8	200	https://www.orthodb.org/?query=31975at5794	nuclear movement domain-containing protein
31981at5794	Complete	3701_g	207.7	175	https://www.orthodb.org/?query=31981at5794	ef hand domain-containing
31982at5794	Complete	869_g	329.7	186	https://www.orthodb.org/?query=31982at5794	ribosomal protein L18
32004at5794	Complete	2561_g	750.2	580	https://www.orthodb.org/?query=32004at5794	heat shock protein
32028at5794	Complete	431_g	846.6	551	https://www.orthodb.org/?query=32028at5794	helicase
32042at5794	Complete	729_g	420.3	301	https://www.orthodb.org/?query=32042at5794	geranylgeranyl transferase type-2 subunit beta
32054at5794	Complete	4611_g	643.9	469	https://www.orthodb.org/?query=32054at5794	neutral sphingomyelinase activation associated factor-like BEACH domain containing
32074at5794	Complete	429_g	912.0	859	https://www.orthodb.org/?query=32074at5794	U3 small nucleolar RNA-associated protein 21
32087at5794	Complete	2022_g	541.0	444	https://www.orthodb.org/?query=32087at5794	N2,N2-dimethylguanosine tRNA methyltransferase
32100at5794	Complete	4649_g	437.6	336	https://www.orthodb.org/?query=32100at5794	Farnesyl pyrophosphate synthase
32118at5794	Complete	4364_g	273.2	215	https://www.orthodb.org/?query=32118at5794	microtubule associated protein protein
32123at5794	Complete	4441_g	245.2	212	https://www.orthodb.org/?query=32123at5794	Apicomplexa specific secreted protein Pf (23508265)
32139at5794	Complete	946_g	538.8	395	https://www.orthodb.org/?query=32139at5794	helicase
32158at5794	Complete	2924_g	647.7	434	https://www.orthodb.org/?query=32158at5794	seryl-trna
32187at5794	Complete	1691_g	1289.5	813	https://www.orthodb.org/?query=32187at5794	DNA replication licensing factor MCM2
32203at5794	Complete	4471_g	326.6	297	https://www.orthodb.org/?query=32203at5794	tetratricopeptide repeat protein
32216at5794	Complete	716_g	1349.5	983	https://www.orthodb.org/?query=32216at5794	C2 domain-containing protein
32308at5794	Complete	134_g	1160.4	875	https://www.orthodb.org/?query=32308at5794	FACT complex subunit
32326at5794	Complete	1201_g	534.5	379	https://www.orthodb.org/?query=32326at5794	ATPase
32339at5794	Complete	1996_g	687.9	208	https://www.orthodb.org/?query=32339at5794	Choline-phosphate cytidylyltransferase
32347at5794	Complete	2103_g	737.2	439	https://www.orthodb.org/?query=32347at5794	helicase
32393at5794	Complete	3527_g	519.6	390	https://www.orthodb.org/?query=32393at5794	26S proteasome subunit
32429at5794	Complete	4707_g	444.6	376	https://www.orthodb.org/?query=32429at5794	Coatomer subunit delta
32487at5794	Complete	2632_g	397.1	432	https://www.orthodb.org/?query=32487at5794	cactin
32495at5794	Complete	2735_g	1561.1	958	https://www.orthodb.org/?query=32495at5794	cation-transporting P-type ATPase
32613at5794	Complete	596_g	469.3	405	https://www.orthodb.org/?query=32613at5794	Brf1p like coiled coil protein
32634at5794	Complete	4211_g	121.6	204	https://www.orthodb.org/?query=32634at5794	U4/U6.U5 tri-snRNP-associated protein 1, putative
32660at5794	Complete	531_g	1830.5	1294	https://www.orthodb.org/?query=32660at5794	SNF2 family N-terminal domain containing protein
32662at5794	Complete	3658_g	1622.3	1014	https://www.orthodb.org/?query=32662at5794	pre-mrna-splicing factor atp-dependent rna helicase
32682at5794	Complete	1988_g	360.9	259	https://www.orthodb.org/?query=32682at5794	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61
32723at5794	Complete	3452_g	512.7	305	https://www.orthodb.org/?query=32723at5794	RIO-like kinase domain N-terminal region conserved
32771at5794	Complete	4365_g	420.4	258	https://www.orthodb.org/?query=32771at5794	60s ribosomal protein
32782at5794	Complete	230_g	479.8	322	https://www.orthodb.org/?query=32782at5794	60s ribosomal protein
32794at5794	Complete	4508_g	471.6	313	https://www.orthodb.org/?query=32794at5794	UDP-galactose transporter
32841at5794	Complete	1221_g	762.7	553	https://www.orthodb.org/?query=32841at5794	AP-1 complex subunit gamma-1
32877at5794	Complete	1528_g	327.7	229	https://www.orthodb.org/?query=32877at5794	acetyltransferase, GnaT family protein
32910at5794	Complete	293_g	701.8	824	https://www.orthodb.org/?query=32910at5794	vacuolar protein sorting-associated protein 11
32933at5794	Complete	892_g	201.2	173	https://www.orthodb.org/?query=32933at5794	60S ribosomal
32971at5794	Complete	1031_g	171.5	138	https://www.orthodb.org/?query=32971at5794	60S ribosomal
32975at5794	Complete	1570_g	395.5	298	https://www.orthodb.org/?query=32975at5794	RNA methyltransferase
33032at5794	Complete	574_g	324.3	279	https://www.orthodb.org/?query=33032at5794	F-box protein FBXO1
33075at5794	Complete	3163_g	1168.9	821	https://www.orthodb.org/?query=33075at5794	26S proteasome regulatory subunit
33206at5794	Complete	3137_g	438.5	248	https://www.orthodb.org/?query=33206at5794	KRR1 small subunit processome component
33233at5794	Complete	3232_g	241.1	199	https://www.orthodb.org/?query=33233at5794	Coiled-coil domain-containing protein
33259at5794	Complete	1249_g	266.3	209	https://www.orthodb.org/?query=33259at5794	putative U1 snRNP-associated protein
33274at5794	Complete	4666_g	873.2	1002	https://www.orthodb.org/?query=33274at5794	Structural maintenance of chromosome protein
33286at5794	Complete	3037_g	436.3	323	https://www.orthodb.org/?query=33286at5794	SKIP/SNW domain-containing protein
33293at5794	Complete	1909_g	238.4	211	https://www.orthodb.org/?query=33293at5794	DNAJ protein
33299at5794	Complete	33_g	844.7	477	https://www.orthodb.org/?query=33299at5794	helicase
33365at5794	Complete	3168_g	503.6	396	https://www.orthodb.org/?query=33365at5794	PCI domain-containing
33372at5794	Complete	805_g	195.2	175	https://www.orthodb.org/?query=33372at5794	step ii splicing factor
33413at5794	Complete	3315_g	1444.7	1046	https://www.orthodb.org/?query=33413at5794	helicase
33447at5794	Complete	2643_g	1169.8	944	https://www.orthodb.org/?query=33447at5794	adenylate cyclase
33519at5794	Complete	233_g	248.5	258	https://www.orthodb.org/?query=33519at5794	Transcription factor 25
33556at5794	Complete	1581_g	477.0	416	https://www.orthodb.org/?query=33556at5794	GTPase
33649at5794	Complete	4619_g	163.3	120	https://www.orthodb.org/?query=33649at5794	ribosomal protein L35
33665at5794	Complete	2225_g	245.3	163	https://www.orthodb.org/?query=33665at5794	asf1
33766at5794	Complete	1906_g	299.4	223	https://www.orthodb.org/?query=33766at5794	U1 small nuclear ribonucleoprotein
33786at5794	Complete	4408_g	625.0	425	https://www.orthodb.org/?query=33786at5794	protein kinase
33797at5794	Complete	4430_g	207.2	171	https://www.orthodb.org/?query=33797at5794	RNA polymerase Rpb7, N-terminal domain containing protein
33810at5794	Complete	4746_g	485.1	492	https://www.orthodb.org/?query=33810at5794	WD domain G-beta repeat domain containing protein
33846at5794	Complete	1048_g	474.0	331	https://www.orthodb.org/?query=33846at5794	splicing factor
35114at5794	Complete	2938_g	215.2	128	https://www.orthodb.org/?query=35114at5794	ribosomal protein S10
35146at5794	Complete	389_g	398.8	259	https://www.orthodb.org/?query=35146at5794	proliferating cell nuclear antigen
35161at5794	Complete	2955_g	402.4	191	https://www.orthodb.org/?query=35161at5794	ribosomal protein S5
35206at5794	Complete	3782_g	287.2	211	https://www.orthodb.org/?query=35206at5794	ribosomal RNA methyltransferase
35214at5794	Complete	777_g	187.6	148	https://www.orthodb.org/?query=35214at5794	DUF866 domain-containing protein
35234at5794	Complete	1577_g	181.0	124	https://www.orthodb.org/?query=35234at5794	ribosomal protein L14
35235at5794	Complete	4560_g	562.7	356	https://www.orthodb.org/?query=35235at5794	histone acetyltransferase
